company_name,symbol,revenue_cagr,pat_growth,eps_growth,roce,cash_flow,promoter_holding
Jaiprakash Power Ventures Limited,JPPOWER,,,,,,
Jana Small Finance Bank Limited,JSFB,,,,,,
Jindal Stainless Limited,JSL,,,,,,
Jeena Sikho Lifecare Limited,JSLL,,,,,,
JSW Cement Limited,JSWCEMENT,,,,,,
JSW Dulux Limited,JSWDULUX,,,,,,
JSW Energy Limited,JSWENERGY,,,,,,
JSW Holdings Limited,JSWHL,,,,,,
JSW Infrastructure Limited,JSWINFRA,,,,,,
JSW Steel Limited,JSWSTEEL,,,,,,
Jtekt India Limited,JTEKTINDIA,,,,,,
JTL INDUSTRIES LIMITED,JTLIND,,,,,,
Jubilant Agri and Consumer Products Limited,JUBLCPL,,,,,,
Jubilant Foodworks Limited,JUBLFOOD,,,,,,
Jubilant Ingrevia Limited,JUBLINGREA,,,,,,
Jubilant Pharmova Limited,JUBLPHARMA,,,,,,
Juniper Hotels Limited,JUNIPER,,,,,,
Just Dial Limited,JUSTDIAL,,,,,,
Jupiter Wagons Limited,JWL,,,,,,
Jyothy Labs Limited,JYOTHYLAB,,,,,,
Jyoti CNC Automation Limited,JYOTICNC,,,,,,
Jyoti Structures Limited,JYOTISTRUC,,,,,,
Kabra Extrusion Technik Limited,KABRAEXTRU,,,,,,
Kajaria Ceramics Limited,KAJARIACER,,,,,,
Kakatiya Cement Sugar & Industries Limited,KAKATCEM,,,,,,
Sai Silks (Kalamandir) Limited,KALAMANDIR,,,,,,
Kalpataru Limited,KALPATARU,,,,,,
Kalyani Commercials Limited,KALYANI,,,,,,
Kalyani Forge Limited,KALYANIFRG,,,,,,
Kalyan Jewellers India Limited,KALYANKJIL,,,,,,
Kama Holdings Limited,KAMAHOLD,,,,,,
Kamat Hotels (I) Limited,KAMATHOTEL,,,,,,
Kamdhenu Limited,KAMDHENU,,,,,,
Kamdhenu Ventures Limited,KAMOPAINTS,,,,,,
Kanani Industries Limited,KANANIIND,,,,,,
Kanchi Karpooram Limited,KANCHI,,,,,,
Kanoria Chemicals & Industries Limited,KANORICHEM,,,,,,
Kanpur Plastipack Limited,KANPRPLA,,,,,,
Kansai Nerolac Paints Limited,KANSAINER,,,,,,
Kapston Services Limited,KAPSTON,,,,,,
Karma Energy Limited,KARMAENG,,,,,,
Karur Vysya Bank Limited,KARURVYSYA,,,,,,
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,,,,,,
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,,,,,,
Kaya Limited,KAYA,,,,,,
Kaynes Technology India Limited,KAYNES,,,,,,
KCP Limited,KCP,,,,,,
KCP Sugar and Industries Corporation Limited,KCPSUGIND,,,,,,
KDDL Limited,KDDL,,,,,,
KEC International Limited,KEC,,,,,,
Kirloskar Electric Company Limited,KECL,,,,,,
DSJ Keep Learning Limited,KEEPLEARN,,,,,,
KEI Industries Limited,KEI,,,,,,
Kellton Tech Solutions Limited,KELLTONTEC,,,,,,
Kennametal India Limited,KENNAMET,,,,,,
Kernex Microsystems (India) Limited,KERNEX,,,,,,
Kesoram Industries Limited,KESORAMIND,,,,,,
Keynote Financial Services Limited,KEYFINSERV,,,,,,
Kfin Technologies Limited,KFINTECH,,,,,,
Khadim India Limited,KHADIM,,,,,,
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,,,,,,
Khaitan (India) Limited,KHAITANLTD,,,,,,
Khandwala Securities Limited,KHANDSE,,,,,,
Kalyani Investment Company Limited,KICL,,,,,,
Kilitch Drugs (India) Limited,KILITCH,,,,,,
Krishna Institute of Medical Sciences Limited,KIMS,,,,,,
Kingfa Science & Technology (India) Limited,KINGFA,,,,,,
KIOCL Limited,KIOCL,,,,,,
Kiran Vyapar Limited,KIRANVYPAR,,,,,,
Kiri Industries Limited,KIRIINDUS,,,,,,
Kirloskar Ferrous Industries Limited,KIRLFER,,,,,,
Kirloskar Brothers Limited,KIRLOSBROS,,,,,,
Kirloskar Oil Engines Limited,KIRLOSENG,,,,,,
Kirloskar Industries Limited,KIRLOSIND,,,,,,
Kirloskar Pneumatic Company Limited,KIRLPNU,,,,,,
OnEMI Technology Solutions Limited,KISSHT,,,,,,
Kitex Garments Limited,KITEX,,,,,,
Kewal Kiran Clothing Limited,KKCL,,,,,,
Kilburn Engineering Limited,KLBRENG-B,,,,,,
Knowledge Marine & Engineering Works Limited,KMEW,,,,,,
K.M.Sugar Mills Limited,KMSUGAR,,,,,,
KN Agri Resources Limited,KNAGRI,,,,,,
KNR Constructions Limited,KNRCON,,,,,,
Kohinoor Foods Limited,KOHINOOR,,,,,,
Kokuyo Camlin Limited,KOKUYOCMLN,,,,,,
Kolte - Patil Developers Limited,KOLTEPATIL,,,,,,
Kopran Limited,KOPRAN,,,,,,
Kotak Mahindra Bank Limited,KOTAKBANK,,,,,,
Kothari Sugars And Chemicals Limited,KOTARISUG,,,,,,
Kothari Petrochemicals Limited,KOTHARIPET,,,,,,
Kothari Products Limited,KOTHARIPRO,,,,,,
Kothari Industrial Corporation Limited,KOTIC,,,,,,
Kotyark Industries Limited,KOTYARK,,,,,,
Kovai Medical Center & Hospital Limited,KOVAI,,,,,,
K.P. Energy Limited,KPEL,,,,,,
KPI Green Energy Limited,KPIGREEN,,,,,,
Kalpataru Projects International Limited,KPIL,,,,,,
KPIT Technologies Limited,KPITTECH,,,,,,
Kwality Pharmaceuticals Limited,KPL,,,,,,
K.P.R. Mill Limited,KPRMILL,,,,,,
KRBL Limited,KRBL,,,,,,
Krebs Biochemicals and Industries Limited,KREBSBIO,,,,,,
Kridhan Infra Limited,KRIDHANINF,,,,,,
Krishana Phoschem Limited,KRISHANA,,,,,,
Krishival Foods Limited,KRISHIVAL,,,,,,
Krishna Defence And Allied Industries Limited,KRISHNADEF,,,,,,
Kriti Industries (India) Limited,KRITI,,,,,,
Kritika Wires Limited,KRITIKA,,,,,,
Kriti Nutrients Limited,KRITINUT,,,,,,
KRN Heat Exchanger and Refrigeration Limited,KRN,,,,,,
Kronox Lab Sciences Limited,KRONOX,,,,,,
Kross Limited,KROSS,,,,,,
Krsnaa Diagnostics Limited,KRSNAA,,,,,,
Krystal Integrated Services Limited,KRYSTAL,,,,,,
Ksb Limited,KSB,,,,,,
Kaveri Seed Company Limited,KSCL,,,,,,
KSH International Limited,KSHINTL,,,,,,
Kshitij Polyline Limited,KSHITIJPOL,,,,,,
Kalyani Steels Limited,KSL,,,,,,
Ksolves India Limited,KSOLVES,,,,,,
KSR Footwear Limited,KSR,,,,,,
The Karnataka Bank Limited,KTKBANK,,,,,,
Kuantum Papers Limited,KUANTUM,,,,,,
Kwality Wall's (India) Limited,KWIL,,,,,,
Lagnam Spintex Limited,LAGNAM,,,,,,
Lahoti Overseas Limited,LAHOTIOV,,,,,,
Lakshmi Precision Screws Limited,LAKPRE,,,,,,
Lorenzini Apparels Limited,LAL,,,,,,
Dr. Lal Path Labs Ltd.,LALPATHLAB,,,,,,
Lambodhara Textiles Limited,LAMBODHARA,,,,,,
Lancor Holdings Limited,LANCORHOL,,,,,,
Landmark Cars Limited,LANDMARK,,,,,,
Landsmill Green Limited,LANDSMILL,,,,,,
La Opala RG Limited,LAOPALA,,,,,,
Lasa Supergenerics Limited,LASA,,,,,,
Latent View Analytics Limited,LATENTVIEW,,,,,,
Latteys Industries Limited,LATTEYS,,,,,,
Laurus Labs Limited,LAURUSLABS,,,,,,
Laxmi Cotspin Limited,LAXMICOT,,,,,,
Laxmi Dental Limited,LAXMIDENTL,,,,,,
Laxmi India Finance Limited,LAXMIINDIA,,,,,,
LCC Infotech Limited,LCCINFOTEC,,,,,,
Le Merite Exports Limited,LEMERITE,,,,,,
Lemon Tree Hotels Limited,LEMONTREE,,,,,,
Lenskart Solutions Limited,LENSKART,,,,,,
Lexus Granito (India) Limited,LEXUS,,,,,,
Lakshmi Finance & Industrial Corporation Limited,LFIC,,,,,,
LG Balakrishnan & Bros Limited,LGBBROSLTD,,,,,,
LG Electronics India Limited,LGEINDIA,,,,,,
Laxmi Goldorna House Limited,LGHL,,,,,,
Libas Consumer Products Limited,LIBAS,,,,,,
Liberty Shoes Limited,LIBERTSHOE,,,,,,
LIC Housing Finance Limited,LICHSGFIN,,,,,,
Life Insurance Corporation Of India,LICI,,,,,,
Likhitha Infrastructure Limited,LIKHITHA,,,,,,
Linc Limited,LINC,,,,,,
Lincoln Pharmaceuticals Limited,LINCOLN,,,,,,
Linde India Limited,LINDEINDIA,,,,,,
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,,,,,,
Lloyds Enterprises Limited,LLOYDSENT,,,,,,
Lloyds Metals And Energy Limited,LLOYDSME,,,,,,
LMW Limited,LMW,,,,,,
Lodha Developers Limited,LODHA,,,,,,
Lokesh Machines Limited,LOKESHMACH,,,,,,
Lords Chloro Alkali Limited,LORDSCHLO,,,,,,
Sri Lotus Developers and Realty Limited,LOTUSDEV,,,,,,
Lotus Eye Hospital and Institute Limited,LOTUSEYE,,,,,,
Lovable Lingerie Limited,LOVABLE,,,,,,
Loyal Textile Mills Limited,LOYALTEX,,,,,,
Landmark Property Development Company Limited,LPDC,,,,,,
Larsen & Toubro Limited,LT,,,,,,
L&T Finance Limited,LTF,,,,,,
LT Foods Limited,LTFOODS,,,,,,
LTM Limited,LTM,,,,,,
L&T Technology Services Limited,LTTS,,,,,,
Lumax Industries Limited,LUMAXIND,,,,,,
Lumax Auto Technologies Limited,LUMAXTECH,,,,,,
Lupin Limited,LUPIN,,,,,,
Lux Industries Limited,LUXIND,,,,,,
Laxmi Organic Industries Limited,LXCHEM,,,,,,
Lyka Labs Limited,LYKALABS,,,,,,
Lypsa Gems & Jewellery Limited,LYPSAGEMS,,,,,,
Mahindra & Mahindra Limited,M&M,,,,,,
Mahindra & Mahindra Financial Services Limited,M&MFIN,,,,,,
Maan Aluminium Limited,MAANALU,,,,,,
Macpower CNC Machines Limited,MACPOWER,,,,,,
Madhav Marbles and Granites Limited,MADHAV,,,,,,
Madhav Infra Projects Limited,MADHAVIPL,,,,,,
Madhucon Projects Limited,MADHUCON,,,,,,
Madras Fertilizers Limited,MADRASFERT,,,,,,
Mafatlal Industries Limited,MAFATIND,,,,,,
Magadh Sugar & Energy Limited,MAGADSUGAR,,,,,,
Magnum Ventures Limited,MAGNUM,,,,,,
Bank of Maharashtra,MAHABANK,,,,,,
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,,,,,,
Mahamaya Steel Industries Limited,MAHASTEEL,,,,,,
Mahindra EPC Irrigation Limited,MAHEPC,,,,,,
Maheshwari Logistics Limited,MAHESHWARI,,,,,,
Mahindra Lifespace Developers Limited,MAHLIFE,,,,,,
Mahindra Logistics Limited,MAHLOG,,,,,,
Maharashtra Scooters Limited,MAHSCOOTER,,,,,,
Maharashtra Seamless Limited,MAHSEAMLES,,,,,,
Maithan Alloys Limited,MAITHANALL,,,,,,
Majestic Auto Limited,MAJESAUT,,,,,,
Mallcom (India) Limited,MALLCOM,,,,,,
Malu Paper Mills Limited,MALUPAPER,,,,,,
Mamata Machinery Limited,MAMATA,,,,,,
Manaksia Aluminium Company Limited,MANAKALUCO,,,,,,
Manaksia Coated Metals & Industries Limited,MANAKCOAT,,,,,,
Manaksia Limited,MANAKSIA,,,,,,
Manaksia Steels Limited,MANAKSTEEL,,,,,,
Manali Petrochemicals Limited,MANALIPETC,,,,,,
Manappuram Finance Limited,MANAPPURAM,,,,,,
Manba Finance Limited,MANBA,,,,,,
Mangal Credit and Fincorp Limited,MANCREDIT,,,,,,
Mangalam Drugs And Organics Limited,MANGALAM,,,,,,
Mangalam Cement Limited,MANGLMCEM,,,,,,
Man Industries (India) Limited,MANINDS,,,,,,
Man Infraconstruction Limited,MANINFRA,,,,,,
Mankind Pharma Limited,MANKIND,,,,,,
Manomay Tex India Limited,MANOMAY,,,,,,
Manorama Industries Limited,MANORAMA,,,,,,
Mangalam Organics Limited,MANORG,,,,,,
Manugraph India Limited,MANUGRAPH,,,,,,
Vedant Fashions Limited,MANYAVAR,,,,,,
C.E. Info Systems Limited,MAPMYINDIA,,,,,,
Maral Overseas Limited,MARALOVER,,,,,,
Marathon Nextgen Realty Limited,MARATHON,,,,,,
Marico Limited,MARICO,,,,,,
Marine Electricals (India) Limited,MARINE,,,,,,
Markolines Pavement Technologies Limited,MARKOLINES,,,,,,
Marksans Pharma Limited,MARKSANS,,,,,,
Marsons Limited,MARSONS,,,,,,
Maruti Suzuki India Limited,MARUTI,,,,,,
MAS Financial Services Limited,MASFIN,,,,,,
Mask Investments Limited,MASKINVEST,,,,,,
Mastek Limited,MASTEK,,,,,,
Master Trust Limited,MASTERTR,,,,,,
Matrimony.Com Limited,MATRIMONY,,,,,,
Mawana Sugars Limited,MAWANASUG,,,,,,
Max Estates Limited,MAXESTATES,,,,,,
Max Healthcare Institute Limited,MAXHEALTH,,,,,,
Max India Limited,MAXIND,,,,,,
Mayur Uniquoters Ltd,MAYURUNIQ,,,,,,
Mazda Limited,MAZDA,,,,,,
Mazagon Dock Shipbuilders Limited,MAZDOCK,,,,,,
Madhya Bharat Agro Products Limited,MBAPL,,,,,,
M & B Engineering Limited,MBEL,,,,,,
MBL Infrastructure Limited,MBLINFRA,,,,,,
Mac Charles India Limited,MCCHRLS-B,,,,,,
M TEK COPPER LIMITED,MCL,,,,,,
Mcleod Russel India Limited,MCLEODRUSS,,,,,,
Magellanic Cloud Limited,MCLOUD,,,,,,
Multi Commodity Exchange of India Limited,MCX,,,,,,
Global Health Limited,MEDANTA,,,,,,
Medi Assist Healthcare Services Limited,MEDIASSIST,,,,,,
Medicamen Biotech Limited,MEDICAMEQ,,,,,,
Medico Remedies Limited,MEDICO,,,,,,
Medplus Health Services Limited,MEDPLUS,,,,,,
Meesho Limited,MEESHO,,,,,,
Megastar Foods Limited,MEGASTAR,,,,,,
Mangal Electrical Industries Limited,MEIL,,,,,,
Menon Pistons Limited,MENNPIS,,,,,,
Menon Bearings Limited,MENONBE,,,,,,
MEP Infrastructure Developers Limited,MEP,,,,,,
Mercantile Ventures Limited,MERCANTILE,,,,,,
Mercury Ev-Tech Limited,MERCURYEV,,,,,,
Metro Brands Limited,METROBRAND,,,,,,
Metroglobal Limited,METROGLOBL,,,,,,
Metropolis Healthcare Limited,METROPOLIS,,,,,,
Mahalaxmi Fabric Mills Limited,MFML,,,,,,
Max Financial Services Limited,MFSL,,,,,,
Mangalam Global Enterprise Limited,MGEL,,,,,,
Mahanagar Gas Limited,MGL,,,,,,
Mahalaxmi Rubtech Limited,MHLXMIRU,,,,,,
Mahindra Holidays & Resorts India Limited,MHRIL,,,,,,
MIC Electronics Limited,MICEL,,,,,,
Mishra Dhatu Nigam Limited,MIDHANI,,,,,,
Midwest Limited,MIDWESTLTD,,,,,,
Minda Corporation Limited,MINDACORP,,,,,,
Mindteck (India) Limited,MINDTECK,,,,,,
Mirza International Limited,MIRZAINT,,,,,,
MITCON Consultancy & Engineering Services Limited,MITCON,,,,,,
Mittal Life Style Limited,MITTAL,,,,,,
M K Proteins Limited,MKPL,,,,,,
MM Forgings Limited,MMFL,,,,,,
MMP Industries Limited,MMP,,,,,,
MMTC Limited,MMTC,,,,,,
Media Matrix Worldwide Limited,MMWL,,,,,,
One Mobikwik Systems Limited,MOBIKWIK,,,,,,
Modi Naturals Limited,MODINATUR,,,,,,
Modi Rubber Limited,MODIRUBBER,,,,,,
Modis Navnirman Limited,MODIS,,,,,,
MODISON LIMITED,MODISONLTD,,,,,,
Modern Threads (India) Limited,MODTHREAD,,,,,,
Mohit Industries Limited,MOHITIND,,,,,,
MOIL Limited,MOIL,,,,,,
Moksh Ornaments Limited,MOKSH,,,,,,
Meghmani Organics Limited,MOL,,,,,,
Mold-Tek Technologies Limited,MOLDTECH,,,,,,
Mold-Tek Packaging Limited,MOLDTKPAC,,,,,,
Monarch Networth Capital Limited,MONARCH,,,,,,
Moneyboxx Finance Limited,MONEYBOXX,,,,,,
Monte Carlo Fashions Limited,MONTECARLO,,,,,,
Morarjee Textiles Limited,MORARJEE,,,,,,
Morepen Laboratories Limited,MOREPENLAB,,,,,,
Moschip Technologies Limited,MOSCHIP,,,,,,
Samvardhana Motherson International Limited,MOTHERSON,,,,,,
Motilal Oswal Financial Services Limited,MOTILALOFS,,,,,,
Motisons Jewellers Limited,MOTISONS,,,,,,
The Motor & General Finance Limited,MOTOGENFIN,,,,,,
MphasiS Limited,MPHASIS,,,,,,
MPS Limited,MPSLTD,,,,,,
MRF Limited,MRF,,,,,,
Mangalore Refinery and Petrochemicals Limited,MRPL,,,,,,
MSP Steel & Power Limited,MSPL,,,,,,
Mstc Limited,MSTCLTD,,,,,,
Motherson Sumi Wiring India Limited,MSUMI,,,,,,
Mtar Technologies Limited,MTARTECH,,,,,,
MT Educare Limited,MTEDUCARE,,,,,,
Mahanagar Telephone Nigam Limited,MTNL,,,,,,
Mufin Green Finance Limited,MUFIN,,,,,,
Credo Brands Marketing Limited,MUFTI,,,,,,
Mukand Limited,MUKANDLTD,,,,,,
Mukka Proteins Limited,MUKKA,,,,,,
Mukta Arts Limited,MUKTAARTS,,,,,,
Munjal Auto Industries Limited,MUNJALAU,,,,,,
Munjal Showa Limited,MUNJALSHOW,,,,,,
Murudeshwar Ceramics Limited,MURUDCERA,,,,,,
Muthoot Capital Services Limited,MUTHOOTCAP,,,,,,
Muthoot Finance Limited,MUTHOOTFIN,,,,,,
Muthoot Microfin Limited,MUTHOOTMF,,,,,,
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,,,,,,
Mangalam Worldwide Limited,MWL,,,,,,
NACL Industries Limited,NACLIND,,,,,,
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,,,,,,
Nagreeka Exports Limited,NAGREEKEXP,,,,,,
Nahar Capital and Financial Services Limited,NAHARCAP,,,,,,
Nahar Industrial Enterprises Limited,NAHARINDUS,,,,,,
Nahar Poly Films Limited,NAHARPOLY,,,,,,
Nahar Spinning Mills Limited,NAHARSPING,,,,,,
Nippon Life India Asset Management Limited,NAM-INDIA,,,,,,
Narmada Agrobase Limited,NARMADA,,,,,,
Natural Capsules Limited,NATCAPSUQ,,,,,,
Natco Pharma Limited,NATCOPHARM,,,,,,
Nath Bio-Genes (India) Limited,NATHBIOGEN,,,,,,
National Aluminium Company Limited,NATIONALUM,,,,,,
National Standard (India) Limited,NATIONSTD,,,,,,
Info Edge (India) Limited,NAUKRI,,,,,,
NAVA LIMITED,NAVA,,,,,,
Navin Fluorine International Limited,NAVINFLUOR,,,,,,
Navkar Corporation Limited,NAVKARCORP,,,,,,
Navkar Urbanstructure Limited,NAVKARURB,,,,,,
Navneet Education Limited,NAVNETEDUL,,,,,,
Nazara Technologies Limited,NAZARA,,,,,,
NBCC (India) Limited,NBCC,,,,,,
N. B. I. Industrial Finance Company Limited,NBIFIN,,,,,,
NCC Limited,NCC,,,,,,
NCL Industries Limited,NCLIND,,,,,,
Naga Dhunseri Group Limited,NDGL,,,,,,
Nandan Denim Limited,NDL,,,,,,
NDL Ventures Limited,NDLVENTURE,,,,,,
Ndr Auto Components Limited,NDRAUTO,,,,,,
New Delhi Television Limited,NDTV,,,,,,
Neelamalai Agro Industries Limited,NEAGI,,,,,,
North Eastern Carrying Corporation Limited,NECCLTD,,,,,,
Nectar Lifesciences Limited,NECLIFE,,,,,,
Nelcast Limited,NELCAST,,,,,,
NELCO Limited,NELCO,,,,,,
Neogen Chemicals Limited,NEOGEN,,,,,,
Nephrocare Health Services Limited,NEPHROPLUS,,,,,,
Nesco Limited,NESCO,,,,,,
Nestle India Limited,NESTLEIND,,,,,,
Netweb Technologies India Limited,NETWEB,,,,,,
Network18 Media & Investments Limited,NETWORK18,,,,,,
Neuland Laboratories Limited,NEULANDLAB,,,,,,
Newgen Software Technologies Limited,NEWGEN,,,,,,
Next Mediaworks Limited,NEXTMEDIA,,,,,,
National Fertilizers Limited,NFL,,,,,,
Nakoda Group of Industries Limited,NGIL,,,,,,
NGL Fine-Chem Limited,NGLFINE,,,,,,
Narayana Hrudayalaya Ltd.,NH,,,,,,
NHPC Limited,NHPC,,,,,,
The New India Assurance Company Limited,NIACL,,,,,,
NIBE Limited,NIBE,,,,,,
NRB Industrial Bearings Limited,NIBL,,,,,,
NIIT Limited,NIITLTD,,,,,,
NIIT Learning Systems Limited,NIITMTS,,,,,,
Nila Infrastructures Limited,NILAINFRA,,,,,,
Nila Spaces Limited,NILASPACES,,,,,,
Nile Limited,NILE,,,,,,
Nilkamal Limited,NILKAMAL,,,,,,
Nimbus Projects Limited,NIMBSPROJ,,,,,,
NINtec Systems Limited,NINSYS,,,,,,
Indo-National Limited,NIPPOBATRY,,,,,,
Niraj Cement Structurals Limited,NIRAJ,,,,,,
Niraj Ispat Industries Limited,NIRAJISPAT,,,,,,
Nirlon Limited,NIRLON,,,,,,
Nitco Limited,NITCO,,,,,,
Nitin Spinners Limited,NITINSPIN,,,,,,
Nitiraj Engineers Limited,NITIRAJ,,,,,,
Nitta Gelatin India Limited,NITTAGELA,,,,,,
Niva Bupa Health Insurance Company Limited,NIVABUPA,,,,,,
NK Industries Limited,NKIND,,,,,,
NLC India Limited,NLCINDIA,,,,,,
NMDC Limited,NMDC,,,,,,
NOCIL Limited,NOCIL,,,,,,
Noida Toll Bridge Company Limited,NOIDATOLL,,,,,,
Norben Tea & Exports Limited,NORBTEAEXP,,,,,,
Northern Arc Capital Limited,NORTHARC,,,,,,
Nova Agritech Limited,NOVAAGRI,,,,,,
Novartis India Limited,NOVARTIND,,,,,,
Network People Services Technologies Limited,NPST,,,,,,
N R Agarwal Industries Limited,NRAIL,,,,,,
NRB Bearing Limited,NRBBEARING,,,,,,
Nupur Recyclers Limited,NRL,,,,,,
Nalwa Sons Investments Limited,NSIL,,,,,,
NMDC Steel Limited,NSLNISP,,,,,,
NTPC Limited,NTPC,,,,,,
NTPC Green Energy Limited,NTPCGREEN,,,,,,
Nucleus Software Exports Limited,NUCLEUS,,,,,,
Nureca Limited,NURECA,,,,,,
Nuvama Wealth Management Limited,NUVAMA,,,,,,
Nuvoco Vistas Corporation Limited,NUVOCO,,,,,,
FSN E-Commerce Ventures Limited,NYKAA,,,,,,
Oriental Aromatics Limited,OAL,,,,,,
Orissa Bengal Carrier Limited,OBCL,,,,,,
Oberoi Realty Limited,OBEROIRLTY,,,,,,
OCCL Limited,OCCLLTD,,,,,,
Odigma Consultancy Solutions Limited,ODIGMA,,,,,,
Oracle Financial Services Software Limited,OFSS,,,,,,
Oil India Limited,OIL,,,,,,
Oil Country Tubular Limited,OILCOUNTUB,,,,,,
Ola Electric Mobility Limited,OLAELEC,,,,,,
Olectra Greentech Limited,OLECTRA,,,,,,
Omax Autos Limited,OMAXAUTO,,,,,,
Omaxe Limited,OMAXE,,,,,,
Om Freight Forwarders Limited,OMFREIGHT,,,,,,
OM INFRA LIMITED,OMINFRAL,,,,,,
Omnitech Engineering Limited,OMNI,,,,,,
Om Power Transmission Limited,OMPOWER,,,,,,
Onelife Capital Advisors Limited,ONELIFECAP,,,,,,
One Point One Solutions Limited,ONEPOINT,,,,,,
Onesource Specialty Pharma Limited,ONESOURCE,,,,,,
Oil & Natural Gas Corporation Limited,ONGC,,,,,,
Onida Electronics Limited,ONIDA,,,,,,
OnMobile Global Limited,ONMOBILE,,,,,,
Onward Technologies Limited,ONWARDTEC,,,,,,
Optiemus Infracom Limited,OPTIEMUS,,,,,,
Orbit Exports Limited,ORBTEXP,,,,,,
Orchasp Limited,ORCHASP,,,,,,
Orchid Pharma Limited,ORCHPHARMA,,,,,,
Oricon Enterprises Limited,ORICONENT,,,,,,
Oriental Trimex Limited,ORIENTALTL,,,,,,
Orient Bell Limited,ORIENTBELL,,,,,,
Orient Cement Limited,ORIENTCEM,,,,,,
ORIENT CERATECH LIMITED,ORIENTCER,,,,,,
Orient Electric Limited,ORIENTELEC,,,,,,
Oriental Hotels Limited,ORIENTHOT,,,,,,
Orient Press Limited,ORIENTLTD,,,,,,
Orient Paper & Industries Limited,ORIENTPPR,,,,,,
Orient Technologies Limited,ORIENTTECH,,,,,,
The Orissa Minerals Development Company Limited,ORISSAMINE,,,,,,
Orkla India Limited,ORKLAINDIA,,,,,,
Ortel Communications Limited,ORTEL,,,,,,
ORTIN GLOBAL LIMITED,ORTINGLOBE,,,,,,
Osia Hyper Retail Limited,OSIAHYPER,,,,,,
Oswal Agro Mills Limited,OSWALAGRO,,,,,,
Oswal Greentech Limited,OSWALGREEN,,,,,,
Oswal Pumps Limited,OSWALPUMPS,,,,,,
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,,,,,,
Pace Digitek Limited,PACEDIGITK,,,,,,
Page Industries Limited,PAGEIND,,,,,,
Paisalo Digital Limited,PAISALO,,,,,,
PAKKA LIMITED,PAKKA,,,,,,
Palash Securities Limited,PALASHSECU,,,,,,
Palred Technologies Limited,PALREDTEC,,,,,,
Panacea Biotec Limited,PANACEABIO,,,,,,
Panache Digilife Limited,PANACHE,,,,,,
Panama Petrochem Limited,PANAMAPET,,,,,,
Pansari Developers Limited,PANSARI,,,,,,
Par Drugs And Chemicals Limited,PAR,,,,,,
Paramount Communications Limited,PARACABLES,,,,,,
Paradeep Phosphates Limited,PARADEEP,,,,,,
Parag Milk Foods Limited,PARAGMILK,,,,,,
Paras Defence and Space Technologies Limited,PARAS,,,,,,
Paras Petrofils Limited,PARASPETRO,,,,,,
Park Medi World Limited,PARKHOSPS,,,,,,
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,,,,,,
Parsvnath Developers Limited,PARSVNATH,,,,,,
Pashupati Cotspin Limited,PASHUPATI,,,,,,
Pasupati Acrylon Limited,PASUPTAC,,,,,,
Patanjali Foods Limited,PATANJALI,,,,,,
Patel Engineering Limited,PATELENG,,,,,,
Patel Retail Limited,PATELRMART,,,,,,
Patel Integrated Logistics Limited,PATINTLOG,,,,,,
Paushak Limited,PAUSHAKLTD,,,,,,
Pavna Industries Limited,PAVNAIND,,,,,,
One 97 Communications Limited,PAYTM,,,,,,
PCBL Chemical Limited,PCBL,,,,,,
PC Jeweller Limited,PCJEWELLER,,,,,,
Pudumjee Paper Products Limited,PDMJEPAPER,,,,,,
PDS Limited,PDSL,,,,,,
Pearl Polymers Limited,PEARLPOLY,,,,,,
Pennar Industries Limited,PENIND,,,,,,
Peninsula Land Limited,PENINLAND,,,,,,
Persistent Systems Limited,PERSISTENT,,,,,,
Petronet LNG Limited,PETRONET,,,,,,
Power Finance Corporation Limited,PFC,,,,,,
Pfizer Limited,PFIZER,,,,,,
Prime Focus Limited,PFOCUS,,,,,,
PTC India Financial Services Limited,PFS,,,,,,
PG Electroplast Limited,PGEL,,,,,,
Procter & Gamble Hygiene and Health Care Limited,PGHH,,,,,,
Procter & Gamble Health Limited,PGHL,,,,,,
Pearl Global Industries Limited,PGIL,,,,,,
The Phoenix Mills Limited,PHOENIXLTD,,,,,,
Piccadily Agro Industries Limited,PICCADIL,,,,,,
Pidilite Industries Limited,PIDILITIND,,,,,,
Power & Instrumentation (Gujarat) Limited,PIGL,,,,,,
PI Industries Limited,PIIND,,,,,,
Pilani Investment and Industries Corporation Limited,PILANIINVS,,,,,,
PIL ITALICA LIFESTYLE LIMITED,PILITA,,,,,,
Pine Labs Limited,PINELABS,,,,,,
Pioneer Embroideries Limited,PIONEEREMB,,,,,,
Pioneer Investcorp Limited,PIONRINV,,,,,,
Piramal Finance Limited,PIRAMALFIN,,,,,,
Pitti Engineering Limited,PITTIENG,,,,,,
Pix Transmissions Limited,PIXTRANS,,,,,,
The Peria Karamalai Tea & Produce Company Limited,PKTEA,,,,,,
Plastiblends India Limited,PLASTIBLEN,,,,,,
Platinum Industries Limited,PLATIND,,,,,,
